"Compounds ID"	"Tags"	"Checked"	"Name"	"Formula"	"Annot. Source: Predicted Compositions"	"Annot. Source: mzCloud Search"	"Annot. Source: mzVault Search"	"Annot. Source: ChemSpider Search"	"Annot. DeltaMass [ppm]"	"Calc. MW"	"m/z"	"RT [min]"	"Area (Max.)"	"# ChemSpider Results"	"# mzCloud Results"	"# mzVault Results"	"mzCloud Best Match"	"mzCloud Best Match Confidence"	"mzCloud Best Sim. Match"	"mzVault Best Match"	"# Usable QC"	"RSD QC Areas [%]"	"RSD Corr. QC Areas [%]"	"MS2"	"Reference Ion"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 1.raw (F1)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 2.raw (F2)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 3.raw (F3)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 4.raw (F4)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 5.raw (F5)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 6.raw (F6)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 7.raw (F7)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 8.raw (F8)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 9.raw (F9)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 10.raw (F10)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 11.raw (F11)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 12.raw (F12)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 13.raw (F13)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 14.raw (F14)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 15.raw (F15)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 16.raw (F16)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 17.raw (F17)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 18.raw (F18)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 19.raw (F19)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 20.raw (F20)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 21.raw (F21)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 22.raw (F22)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 23.raw (F23)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 24.raw (F24)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 25.raw (F25)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 26.raw (F26)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 27.raw (F27)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 28.raw (F28)"	"Norm. Area: 220923_SG_Fredrik_RP_extractionblank_2.raw (F32)"	"Norm. Area: 220923_SG_Fredrik_RP_QCPool_1.raw (F36)"	"Norm. Area: 220923_SG_Fredrik_RP_QCPool_2.raw (F37)"	"Norm. Area: 220923_SG_Fredrik_RP_QCPool_3.raw (F38)"	"Norm. Area: 220923_SG_Fredrik_RP_QCPool_4.raw (F39)"	"Norm. Area: 220923_SG_Fredrik_RP_QCPool_5.raw (F40)"	"Norm. Area: 220923_SG_Fredrik_RP_QCPool_6.raw (F41)"	"Norm. Area: 220923_SG_Fredrik_RP_QCPool_7.raw (F42)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 1.raw (F1)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 2.raw (F2)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 3.raw (F3)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 4.raw (F4)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 5.raw (F5)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 6.raw (F6)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 7.raw (F7)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 8.raw (F8)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 9.raw (F9)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 10.raw (F10)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 11.raw (F11)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 12.raw (F12)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 13.raw (F13)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 14.raw (F14)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 15.raw (F15)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 16.raw (F16)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 17.raw (F17)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 18.raw (F18)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 19.raw (F19)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 20.raw (F20)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 21.raw (F21)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 22.raw (F22)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 23.raw (F23)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 24.raw (F24)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 25.raw (F25)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 26.raw (F26)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 27.raw (F27)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 28.raw (F28)"	"Peak Rating: 220923_SG_Fredrik_RP_extractionblank_2.raw (F32)"	"Peak Rating: 220923_SG_Fredrik_RP_QCPool_1.raw (F36)"	"Peak Rating: 220923_SG_Fredrik_RP_QCPool_2.raw (F37)"	"Peak Rating: 220923_SG_Fredrik_RP_QCPool_3.raw (F38)"	"Peak Rating: 220923_SG_Fredrik_RP_QCPool_4.raw (F39)"	"Peak Rating: 220923_SG_Fredrik_RP_QCPool_5.raw (F40)"	"Peak Rating: 220923_SG_Fredrik_RP_QCPool_6.raw (F41)"	"Peak Rating: 220923_SG_Fredrik_RP_QCPool_7.raw (F42)"
"23"	"D"	"False"	"(R)-1-Aminopropan-2-yl phosphate"	"C3 H10 N O4 P"	"Full match"	"Invalid mass"	"No results"	"Full match"	"0.65"	"155.03485"	"156.04212"	"1.044"	"948718865.42993"	"3"	"6"	"0"	""	""	"41.1"	""	"7"	"2"	"2"	"PreferredDDA"	"[M+H]+1"	"456667648.453811"	"494850895.805712"	"728286217.890934"	"641955832.1054"	"477326051.979347"	"647203203.339191"	"485575011.11417"	"529828298.806184"	"949632123.83058"	"452922039.383859"	"643253856.334326"	"282711999.016108"	"756299289.767741"	"519512779.572327"	"456564011.80501"	"671706586.32345"	"431836245.765871"	"485178434.066076"	"385942211.861226"	"706409967.909828"	"305669318.915206"	"508958838.792655"	"375961325.822713"	"630681109.36885"	"631475676.101031"	"405338795.785287"	"464793331.000404"	"530297083.651988"	"908587.343519404"	"601707341.092848"	"593327278.470262"	"579335559.910563"	"583853197.096066"	"590455247.719679"	"603695125.93239"	"586675616.885206"	""	"8.4"	""	""	""	""	""	""	""	""	""	"8.9"	""	"8.9"	"7.8"	"8.9"	""	"8.9"	""	""	"8.9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"11"	"C"	"False"	"Tiamulin"	"C28 H47 N O4 S"	"No match"	"Invalid mass"	"No results"	"No match"	"-11.19"	"493.31706"	"494.32435"	"12.005"	"860836297.590483"	"3"	"1"	"0"	"46.1"	"43.7"	""	""	"7"	"15"	"15"	"PreferredDDA"	"[M+H]+1"	"252542933.679858"	"419986782.885128"	"260644121.348022"	"610332235.099626"	"242669518.290353"	"592865461.044156"	"203950060.484776"	"382350953.909427"	"183067612.111909"	"239420511.377856"	"586477379.087563"	"346423348.250869"	"861248934.640514"	"356874861.121341"	"345663422.862051"	"442160499.488092"	"506961248.624168"	"411501228.887609"	"260486638.794942"	"449432118.332587"	"403673965.01204"	"227469676.87371"	"299012524.833037"	"602757753.747957"	"247872649.428228"	"261535101.457133"	"345324518.415589"	"210936058.217684"	"9388.77754115412"	"329650998.783933"	"335952386.013156"	"331020933.425812"	"471024821.838379"	"338595053.850716"	"331386076.887915"	"330687225.983764"	"8.4"	"8.4"	"8.4"	"8.4"	"8.4"	"9.5"	"8.4"	"8.4"	"8.4"	"8.4"	"9.5"	"7.8"	"9.5"	"8.4"	"7.8"	"9.5"	"9.5"	"9.5"	"8.4"	"9.5"	"7.8"	"8.4"	"8.4"	"9.5"	"9.5"	"8.9"	"8.4"	"8.4"	""	"8.4"	"8.4"	"8.4"	"8.9"	"7.8"	"8.4"	"8.4"
"12"	"A"	"False"	"ISOLEUCINE"	"C6 H13 N O2"	"Full match"	"Partial match"	"Full match"	"Partial match"	"-0.72"	"131.09453"	"132.10181"	"1.400"	"858480511.226045"	"45"	"16"	"3"	"89.2"	"9.5"	"23.7"	"75.8"	"7"	"4"	"4"	"PreferredDDA"	"[M+H]+1"	"660454890.566513"	"582586591.550631"	"465501953.370992"	"539856681.529542"	"91367595.4938397"	"538679943.104926"	"660673932.619289"	"586354070.060594"	"485928516.384089"	"422960713.530197"	"497647367.748806"	"673342089.938933"	"637582302.758335"	"572144743.757075"	"680481458.255481"	"523372822.003984"	"564704770.296282"	"377498842.075901"	"626760243.301492"	"451096143.310513"	"642860960.704296"	"639656070.778535"	"668089028.273648"	"567864909.714791"	"847993736.802951"	"590723354.539238"	"625189711.349915"	"571025494.718715"	"464335.661227848"	"666574942.624291"	"586129329.368607"	"598820568.649124"	"629121096.418931"	"606529570.991699"	"622968817.026058"	"627906784.595407"	"9.5"	"8.9"	"9.5"	"9.5"	"7.8"	"7.8"	"8.9"	"8.4"	"8.9"	"8.9"	"9.5"	"8.4"	"7.8"	"8.9"	"9.5"	"8.9"	"8.9"	"9.5"	"9.5"	"8.9"	"8.4"	"8.9"	"8.4"	"8.4"	"8.9"	"8.9"	"8.9"	"9.5"	""	"9.5"	"9.5"	"8.9"	"9.5"	"8.9"	"8.9"	"8.9"
"13"	"B"	"False"	"Choline"	"C5 H13 N O"	"Full match"	"Full match"	"No results"	"Partial match"	"-0.23"	"103.09969"	"104.10697"	"1.003"	"678963387.748897"	"18"	"1"	"0"	"91.1"	"9.6"	""	""	"7"	"5"	"5"	"PreferredDDA"	"[M+H]+1"	"404466910.690848"	"326281662.686886"	"255392510.419007"	"346404766.47126"	"265674269.204091"	"350746000.436972"	"348171966.070995"	"328888698.434294"	"217770707.935724"	"119808817.163301"	"302456031.00941"	"196108176.243094"	"527956077.97892"	"326391431.937393"	"382704962.950244"	"265152239.805262"	"241499187.326224"	"239236063.169535"	"348539539.436303"	"282563952.455606"	"637387798.299568"	"445196610.058158"	"641605679.9374"	"206815696.329386"	"559605393.725396"	"439019173.329087"	"681239503.313808"	"292110584.833378"	"683910.916375512"	"404496953.390998"	"402874410.826242"	"365707970.741971"	"408680386.525986"	"377899026.591481"	"420680041.11192"	"382067763.200621"	"8.9"	"8.9"	"8.9"	"9.5"	"9.5"	"9.5"	"9.5"	"8.9"	"9.5"	"8.9"	"9.5"	"7.8"	"8.9"	"9.5"	"8.9"	"10.0"	"9.5"	"10.0"	"9.5"	"10.0"	"9.5"	"9.5"	"8.9"	"8.4"	"8.4"	"8.4"	"8.9"	"8.4"	""	"8.9"	"8.9"	"10.0"	"9.5"	"8.9"	"9.5"	"8.4"
"16"	"C"	"False"	"13-hydroxy-6-(1-hydroxyethyl)-12,14-dimethyl-3-methylidene-15-nonyl-9-(propan-2-yl)-1-oxa-4,7,10-triazacyclopentadecane-2,5,8,11-tetrone"	"C28 H49 N3 O7"	"No match"	"Invalid mass"	"No results"	"No match"	"-33389.26"	"521.34832"	"522.35559"	"13.280"	"645208640.504295"	"10"	"9"	"0"	"43.8"	"43.3"	"37.8"	""	"7"	"2"	"2"	"PreferredDDA"	"[M+H]+1"	"364615106.92841"	"436282119.450722"	"317512722.429818"	"373802086.311681"	"324519996.922158"	"359179995.987148"	"286420325.893729"	"366782981.517933"	"180390378.149319"	"248119022.850391"	"392099244.872842"	"366077461.970302"	"528845389.370765"	"344437328.26898"	"379606914.235678"	"270371846.140544"	"270518349.117978"	"316959360.315972"	"273944998.315744"	"430616012.503436"	"401246167.133671"	"358439796.201563"	"402497001.995405"	"522131763.501195"	"652556534.685821"	"293938887.910782"	"508755604.904225"	"266722991.497598"	"11324.9396408852"	"389265013.378902"	"402006022.608881"	"393484392.178254"	"383828655.566033"	"387731644.825458"	"397472539.112386"	"396420624.247771"	"8.9"	"8.9"	"8.9"	"9.5"	"8.9"	"8.9"	"8.9"	"8.9"	"8.9"	"8.9"	"8.9"	"8.9"	"9.5"	"8.9"	"9.5"	"9.5"	"8.9"	"8.9"	"8.9"	"8.9"	"8.9"	"8.9"	"8.9"	"9.5"	"8.9"	"8.9"	"9.5"	"8.9"	""	"8.9"	"8.9"	"8.9"	"9.5"	"8.4"	"8.9"	"8.9"
"38"	"D"	"False"	"1-heptadecanoyl-sn-glycero-3-phosphocholine"	"C25 H52 N O7 P"	"Full match"	"Invalid mass"	"No results"	"Full match"	"0.57"	"509.34843"	"510.35572"	"13.745"	"564921790.773285"	"7"	"3"	"0"	""	""	"29.4"	""	"7"	"3"	"2"	"PreferredDDA"	"[M+H]+1"	"196874047.432988"	"366607751.240731"	"319990776.994759"	"248094859.401108"	"259385564.043764"	"244908261.075484"	"187346343.725465"	"341116853.086458"	"203572985.10864"	"233575035.740218"	"236299381.164526"	"247259772.850098"	"275587199.291686"	"344044600.581094"	"210824800.981053"	"250137786.711112"	"562185739.978702"	"263446683.010057"	"147584159.275284"	"175118362.972655"	"226670147.929686"	"185670799.363026"	"278245947.299994"	"235988809.444967"	"122598924.917323"	"132126314.5399"	"308929378.854292"	"215205321.045641"	"13359.9518265784"	"270566472.347506"	"280985386.802856"	"279527871.693076"	"267301269.861417"	"273362782.41053"	"277688855.228126"	"276442112.931646"	"8.4"	"8.4"	"8.4"	"8.4"	"8.4"	"8.4"	"8.4"	"8.4"	"8.4"	"8.4"	"8.4"	"8.4"	"8.4"	"8.4"	"8.4"	"8.4"	"7.8"	"8.4"	"8.4"	"8.4"	"8.4"	"8.4"	"8.4"	"8.4"	"8.4"	"8.4"	"8.4"	"8.4"	""	"8.4"	"8.4"	"8.4"	"7.8"	"8.4"	"8.4"	"8.4"
"17"	"C"	"False"	"Heroin-d3"	"C21 H20 [2]H3 N O5"	"No match"	"Full match"	"No results"	"No match"	"-1.08"	"372.17605"	"373.18333"	"15.236"	"490042853.848205"	"2"	"7"	"0"	"49.2"	"61.9"	"32.3"	""	"7"	"9"	"2"	"PreferredDDA"	"[M+H]+1"	"100502395.889182"	"94029978.0759597"	"114964789.65763"	"154058392.699384"	"459026407.018706"	"168957003.824864"	"194685997.773425"	"23825133.5169943"	"104663741.508016"	"230571931.138478"	"109456173.401503"	"403977870.538341"	"367187541.059791"	"161601822.989123"	"178755823.222882"	"4049099.11472081"	"35729276.583361"	"127431704.990249"	"266676205.020459"	"112330239.405826"	"122790359.738509"	"98489160.093149"	"28441971.7660439"	"210869.236689414"	"13840913.5413509"	"238193992.267"	"127578060.421636"	"81125882.2343699"	"2070409.33358656"	"163303382.010787"	"166631673.14863"	"160661771.384153"	"158122438.006727"	"166520092.022619"	"164416092.310509"	"163060203.136279"	"9.5"	"9.5"	"9.5"	"9.5"	"10.0"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"8.4"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	""	"9.5"	"9.5"	"9.5"	"9.5"	""	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"
"83"	"B"	"False"	"Ethylenediaminetetraacetic acid (EDTA)"	"C10 H16 N2 O8"	"Full match"	"Full match"	"No results"	"Full match"	"0.35"	"292.09077"	"293.09804"	"1.104"	"451513934.706593"	"1"	"2"	"0"	"91.1"	"59.7"	"24.6"	""	"7"	"12"	"12"	"PreferredDDA"	"[M+H]+1"	"187694266.840458"	"227844999.642528"	"229124261.983691"	"249998357.33708"	"220067969.771756"	"241840848.742507"	"211687413.818248"	"282119701.084549"	"359760349.869512"	"130281278.653542"	"226201747.988932"	"183666663.64377"	"294456635.441886"	"225186807.059024"	"296822673.044161"	"232720506.878595"	"225920875.665666"	"199530980.242663"	"279950349.349942"	"388055816.533068"	"178071631.670255"	"247521339.221497"	"172119637.091887"	"456729921.452208"	"444256209.000779"	"329504090.502612"	"333615178.145009"	"294737972.868221"	"49546.3263597002"	"253802625.534483"	"257957951.437301"	"203959699.863487"	"210102399.99313"	"266683530.572028"	"213450859.751474"	"266801518.666446"	"6.2"	"7.3"	"6.2"	"6.2"	"6.7"	"6.2"	"6.7"	"6.7"	"6.2"	"5.1"	"5.1"	"5.1"	"6.2"	"5.7"	"7.3"	"4.6"	"5.7"	"5.1"	"6.2"	"5.7"	"6.7"	"5.1"	"5.1"	"5.1"	"6.7"	"7.3"	"6.7"	"6.7"	""	"5.7"	"5.1"	"5.7"	"6.2"	"6.2"	"6.7"	"5.7"
"25"	"D"	"False"	"1-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine"	"C30 H50 N O7 P"	"Full match"	"No results"	"No results"	"Full match"	"0.01"	"567.33250"	"568.33977"	"12.553"	"388696464.104162"	"1"	"0"	"0"	""	""	""	""	"7"	"1"	"1"	"PreferredDDA"	"[M+H]+1"	"392783854.850589"	"215260811.264151"	"220333908.874453"	"206384548.263927"	"209678852.073772"	"201686012.766652"	"317106697.546704"	"227108256.722658"	"139343618.773931"	"198740146.743974"	"148451531.479189"	"335640695.208772"	"253538449.902756"	"215813423.550839"	"304245707.38119"	"218763855.592683"	"198520042.844959"	"197233066.097274"	"345762435.154835"	"212829868.622714"	"298935581.100338"	"292031646.722047"	"313844255.295726"	"218557331.639814"	"110515071.057503"	"319414946.535456"	"347314658.435316"	"152584240.159275"	"15242.0785087634"	"259091540.479107"	"261457548.865444"	"258917018.933592"	"258629169.651059"	"257303771.49457"	"260698230.370977"	"260534053.022607"	"9.5"	"8.9"	"9.5"	"8.9"	"9.5"	"9.5"	"9.5"	"8.9"	"8.9"	"8.9"	"9.5"	"8.9"	"9.5"	"9.5"	"8.9"	"8.9"	"9.5"	"10.0"	"9.5"	"8.9"	"10.0"	"9.5"	"9.5"	"9.5"	"8.9"	"9.5"	"10.0"	"9.5"	""	"8.9"	"8.9"	"8.9"	"9.5"	"9.5"	"9.5"	"8.9"
"24"	"B"	"False"	"Acetyl-ﬂ-methylcholine"	"C8 H17 N O2"	"Full match"	"Full match"	"No results"	"Partial match"	"0.13"	"159.12595"	"160.13323"	"1.089"	"370028623.174621"	"17"	"13"	"0"	"84.2"	"33.0"	"22.6"	""	"7"	"5"	"3"	"PreferredDDA"	"[M+H]+1"	"81803939.9435913"	"385798482.581983"	"86134220.5236694"	"89710011.3013556"	"101186827.745912"	"90174553.8962787"	"71279616.354567"	"124945159.119106"	"134320900.635787"	"77015844.0912211"	"111634218.288233"	"101907785.556324"	"124259182.852891"	"337071903.340334"	"63726128.6719717"	"221269942.63786"	"143682644.405516"	"63838732.2620435"	"96082330.4189417"	"170459972.939795"	"112279836.562581"	"179727735.99159"	"72097446.4840765"	"186516104.216447"	"138829363.877008"	"61808508.0470099"	"163056564.436413"	"99006945.8180149"	"21573.7837042195"	"128389388.308104"	"134919673.72287"	"138710563.473548"	"137696142.544779"	"135402895.784178"	"134933891.078592"	"130315380.333998"	"8.9"	"9.5"	"8.9"	"9.5"	"9.5"	"9.5"	"9.5"	"8.9"	"9.5"	"8.9"	"9.5"	"8.9"	"8.9"	"8.9"	"8.9"	"9.5"	"9.5"	"9.5"	"9.5"	"10.0"	"8.9"	"9.5"	"8.9"	"9.5"	"9.5"	"9.5"	"9.5"	"8.9"	""	"8.9"	"9.5"	"8.9"	"8.9"	"9.5"	"9.5"	"9.5"
"34"	"A"	"False"	"L-CARNITINE"	"C7 H15 N O3"	"Full match"	"Partial match"	"Full match"	"Partial match"	"0.21"	"161.10523"	"162.11250"	"1.007"	"369804442.583718"	"13"	"7"	"1"	"98.6"	"85.1"	"26.9"	"80.8"	"7"	"14"	"14"	"PreferredDDA"	"[M+H]+1"	"78081292.8707205"	"208807278.750333"	"193206741.751695"	"212840075.624573"	"190539075.289178"	"151342009.264313"	"98198002.1685821"	"363028203.075105"	"213128695.569242"	"166256657.110428"	"216737861.342559"	"64919600.8369445"	"339024866.787323"	"207214899.216321"	"59975280.9404817"	"272010662.19707"	"198951851.338081"	"227378952.013612"	"177121331.036149"	"209610651.58829"	"77005178.6387428"	"160126603.263172"	"115911119.853311"	"149391157.183571"	"149361891.577487"	"105300381.644607"	"124855272.396629"	"231545613.857541"	"109889.368997712"	"162732451.068936"	"203291377.581598"	"158947502.580061"	"130122606.309294"	"184144900.238727"	"172059401.03689"	"181858609.546125"	"8.4"	"8.4"	"8.4"	"8.4"	"8.4"	"6.7"	"8.4"	"7.8"	"7.8"	"8.4"	"8.9"	"8.4"	"8.4"	"8.4"	"8.4"	"8.9"	"8.9"	"8.4"	"9.5"	"8.4"	"7.8"	"8.4"	"8.9"	"8.4"	"8.4"	"8.4"	"5.7"	"8.4"	""	"8.4"	"7.8"	"8.4"	"8.4"	"8.4"	"8.4"	"8.4"
"20"	"A"	"False"	"PHENYLALANINE"	"C9 H11 N O2"	"Full match"	"Partial match"	"Full match"	"Partial match"	"0.11"	"165.07900"	"166.08627"	"1.695"	"351354981.3288"	"121"	"17"	"1"	"93.5"	"9.7"	"49.5"	"92.9"	"7"	"1"	"1"	"PreferredDDA"	"[M+H]+1"	"157926249.513194"	"220045629.613704"	"316440300.397769"	"206782133.696279"	"157279943.703972"	"201772907.466706"	"150873110.27625"	"302633698.338884"	"269813463.958786"	"266297732.430789"	"202134496.12518"	"169100381.71685"	"224426180.991195"	"283555824.981262"	"186601126.073813"	"263447413.988053"	"262408258.390198"	"278604025.416139"	"168015653.411861"	"184871804.687278"	"173367695.709854"	"169936670.487384"	"160325191.675226"	"224863976.20898"	"348040712.66982"	"148110955.282578"	"150430438.739301"	"282179074.413749"	"175535.438423052"	"224984453.967083"	"224654382.775872"	"229307423.891973"	"227271012.054487"	"228180518.33448"	"225060288.556917"	"225189373.178904"	"10.0"	"10.0"	"10.0"	"10.0"	"10.0"	"10.0"	"9.5"	"10.0"	"10.0"	"10.0"	"10.0"	"9.5"	"10.0"	"10.0"	"9.5"	"10.0"	"9.5"	"10.0"	"10.0"	"10.0"	"10.0"	"10.0"	"10.0"	"10.0"	"10.0"	"10.0"	"10.0"	"10.0"	""	"10.0"	"10.0"	"10.0"	"9.5"	"10.0"	"10.0"	"10.0"
"30"	"A"	"False"	"CREATINE"	"C4 H9 N3 O2"	"Full match"	"Partial match"	"Full match"	"Partial match"	"0.00"	"131.06948"	"132.07674"	"1.001"	"345746541.226989"	"5"	"1"	"1"	"88.8"	"9.4"	""	"73.6"	"7"	"16"	"16"	"PreferredDDA"	"[M+H]+1"	"229974018.930399"	"276239556.684997"	"263158339.113935"	"176527152.110679"	"187350502.249512"	"180756726.128412"	"276595606.811211"	"347391050.57936"	"199817832.492967"	"231927188.155035"	"173469814.765836"	"137296835.745499"	"288251885.250746"	"130631522.501474"	"133920922.76824"	"245672268.666053"	"214085342.332705"	"171918245.856404"	"152726493.979777"	"221662803.633339"	"183817797.68619"	"226217089.274523"	"250427605.62406"	"195285371.222968"	"158356273.233123"	"197320872.171412"	"227193544.100802"	"334259174.670345"	"182371.874626945"	"215065961.255948"	"232862647.04549"	"257552517.602084"	"147149902.711013"	"238827143.068496"	"228471139.165326"	"226902227.589973"	"8.4"	"8.9"	"7.8"	"8.4"	"8.9"	"8.4"	"8.4"	"8.9"	"5.7"	"8.4"	"8.4"	"8.4"	"7.3"	"8.4"	"8.4"	"8.4"	"8.4"	"8.4"	"8.9"	"7.3"	"8.4"	"8.9"	"8.4"	"8.9"	"7.8"	"8.9"	"8.4"	"8.4"	""	"7.8"	"8.9"	"5.7"	"8.4"	"7.8"	"9.5"	"7.8"
"45"	"D"	"False"	"4-Penten-1-amine"	"C5 H11 N"	"Full match"	"No results"	"No results"	"Full match"	"-0.28"	"85.08913"	"86.09640"	"1.391"	"299291449.693614"	"15"	"0"	"0"	""	""	""	""	"7"	"5"	"4"	"PreferredDDA"	"[M+H]+1"	"218708769.535972"	"199951973.119918"	"211523884.141435"	"182691865.393998"	"158144109.388796"	"177994274.367828"	"222531574.592485"	"205426436.046308"	"168867934.414955"	"195933238.173483"	"168514460.355068"	"222718284.775191"	"217876002.753186"	"202211156.134236"	"227665400.780555"	"180385664.018622"	"193896794.109584"	"174287661.860576"	"207794291.327887"	"156932493.122635"	"215795279.951071"	"215004715.636661"	"222651040.641208"	"195710974.121835"	"292426170.507284"	"197781133.878823"	"204786954.569203"	"200272946.944298"	"4259885.42915184"	"228714819.167185"	"200914938.051375"	"206308960.396197"	"215073489.923203"	"209363158.906742"	"213738683.17818"	"214989398.82448"	"8.9"	"8.4"	"8.4"	"9.5"	"8.9"	"9.5"	"9.5"	"7.8"	"8.4"	"8.9"	"8.9"	"9.5"	"6.7"	"8.4"	"9.5"	"8.9"	"8.9"	"9.5"	"8.9"	"8.4"	"6.7"	"8.9"	"7.8"	"7.3"	"8.9"	"8.9"	"8.9"	"9.5"	""	"8.4"	"8.9"	"6.7"	"7.3"	"7.8"	"7.3"	"8.4"
"37"	"D"	"False"	"1-[(8Z,11Z,14Z)-icosatrienoyl]-sn-glycero-3-phosphocholine"	"C28 H52 N O7 P"	"Full match"	"Invalid mass"	"No results"	"Full match"	"0.31"	"545.34831"	"546.35559"	"13.173"	"297240579.858579"	"2"	"8"	"0"	""	""	"25.3"	""	"7"	"2"	"2"	"PreferredDDA"	"[M+H]+1"	"192615195.511794"	"225484982.760618"	"186441521.081368"	"226493758.916982"	"291710630.136548"	"224031895.291468"	"138251184.482642"	"219406078.214006"	"133478317.040811"	"134249404.605682"	"192071278.788965"	"208475477.801676"	"270335660.694033"	"262314728.229437"	"197455720.784189"	"138316450.418213"	"117786231.973662"	"159967243.851572"	"149565256.483163"	"265828530.388428"	"205963152.098664"	"222446000.119656"	"202674405.030537"	"295440176.586933"	"73902534.088867"	"161951166.160606"	"296531025.806652"	"159418659.870537"	"13339.0928240026"	"203991038.145015"	"202702277.157418"	"208117578.955147"	"200255548.862082"	"200386987.576747"	"208990884.823231"	"201706357.867452"	"8.4"	"7.8"	"8.4"	"8.4"	"7.8"	"8.4"	"7.8"	"8.4"	"8.4"	"8.4"	"8.4"	"7.8"	"8.4"	"8.4"	"7.8"	"8.4"	"7.8"	"7.8"	"8.4"	"8.4"	"8.4"	"7.8"	"7.8"	"7.3"	"8.4"	"7.8"	"7.8"	"8.4"	""	"8.4"	"8.4"	"8.4"	"6.2"	"7.8"	"7.8"	"7.8"
